adults,children,babies,meal,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
2,0,0,HB,0,0,Canceled,1/19/16
2,0,0,HB,0,0,Canceled,1/19/16
2,0,0,HB,0,0,Canceled,1/19/16
2,0,0,HB,0,0,Canceled,1/19/16
1,0,0,BB,0,0,Canceled,1/10/16
2,0,0,HB,0,0,Canceled,1/19/16
2,0,0,HB,0,0,Canceled,1/19/16
2,0,0,HB,0,0,Canceled,1/19/16
2,0,0,HB,0,0,Canceled,1/19/16
2,0,0,HB,0,0,Canceled,1/19/16
2,0,0,HB,0,0,Canceled,1/19/16
1,0,0,BB,0,0,Canceled,1/1/16
1,0,0,BB,0,0,Canceled,4/1/16
2,0,0,HB,0,0,Canceled,1/19/16
2,1,0,BB,0,0,Check-Out,4/8/16
2,0,0,BB,0,0,Canceled,3/29/16
2,0,0,BB,0,0,Check-Out,4/8/16
1,0,0,BB,0,0,Canceled,3/28/16
2,0,0,BB,0,0,Canceled,3/18/16
2,0,0,BB,0,0,Canceled,3/22/16
2,0,0,BB,0,0,Check-Out,4/9/16
2,0,0,BB,0,1,Check-Out,4/9/16
3,0,0,BB,0,0,Canceled,3/14/16
2,0,0,BB,0,1,Check-Out,4/9/16
2,0,0,BB,0,1,Check-Out,4/9/16
2,0,0,BB,0,0,Canceled,3/16/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,3/28/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,3/28/16
1,0,0,HB,0,0,Canceled,3/28/16
2,0,0,BB,0,0,Canceled,3/28/16
2,2,0,BB,0,0,Canceled,3/12/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,HB,0,0,Canceled,4/4/16
1,0,0,BB,0,0,No-Show,4/6/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,HB,0,0,Canceled,4/4/16
2,0,0,SC,0,1,Check-Out,4/7/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Check-Out,4/8/16
2,0,0,BB,0,0,Check-Out,4/8/16
2,0,0,BB,0,1,Canceled,1/20/16
3,0,0,BB,0,0,Canceled,3/21/16
2,0,0,BB,0,1,No-Show,4/6/16
3,0,0,BB,0,0,Canceled,3/10/16
2,1,0,BB,0,1,Canceled,2/11/16
2,0,0,BB,0,1,Check-Out,4/9/16
2,0,0,SC,0,0,Canceled,1/4/16
2,0,0,BB,0,1,Check-Out,4/9/16
2,0,0,BB,0,1,Canceled,3/21/16
2,0,0,BB,0,0,Canceled,3/25/16
2,0,0,BB,0,0,Canceled,2/16/16
2,0,0,SC,0,0,Canceled,3/28/16
2,0,0,BB,0,0,Check-Out,4/10/16
2,0,0,BB,0,0,Canceled,1/11/16
2,0,0,BB,0,0,Check-Out,4/10/16
2,0,0,BB,0,0,Check-Out,4/11/16
2,0,0,BB,0,0,Check-Out,4/11/16
2,0,0,BB,0,0,Canceled,3/9/16
1,0,0,BB,0,0,Canceled,4/4/16
2,0,0,BB,0,0,Check-Out,4/13/16
1,0,0,BB,0,0,Canceled,3/16/16
1,0,0,BB,0,0,Canceled,10/21/15
1,0,0,BB,0,0,Canceled,10/21/15
1,0,0,BB,0,0,Canceled,3/28/16
2,0,0,BB,0,0,Canceled,4/4/16
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,SC,0,0,Canceled,1/14/16
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,10/21/15
1,0,0,BB,0,0,Canceled,2/8/16
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,10/21/15
1,0,0,BB,0,0,Canceled,4/2/16
2,0,0,SC,0,0,Canceled,1/14/16
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,10/21/15
2,2,0,BB,0,0,Canceled,3/8/16
2,0,0,BB,0,0,Canceled,3/8/16
2,0,0,BB,0,0,Canceled,3/24/16
2,0,0,BB,0,0,Canceled,3/30/16
2,0,0,BB,0,0,Canceled,3/24/16
2,0,0,BB,0,1,Check-Out,4/10/16
2,0,0,BB,0,0,Canceled,3/8/16
3,0,0,BB,0,0,Canceled,1/29/16
2,0,0,BB,0,0,Canceled,2/3/16
1,0,0,BB,0,0,No-Show,4/7/16
1,0,0,BB,0,0,Canceled,3/22/16
2,0,0,BB,0,0,Canceled,3/27/16
2,1,0,BB,0,0,Canceled,3/27/16
2,0,0,BB,0,0,Canceled,2/27/16
1,0,0,BB,0,0,Canceled,3/22/16
2,0,0,BB,0,0,Canceled,3/27/16
2,0,0,BB,0,0,Check-Out,4/14/16
2,0,0,SC,0,1,Canceled,1/5/16
1,2,0,BB,0,0,No-Show,4/7/16
1,0,0,BB,0,0,Check-Out,4/9/16
2,0,0,SC,0,0,No-Show,4/8/16
1,0,0,BB,0,1,Canceled,3/17/16
2,0,0,BB,1,1,Check-Out,4/9/16
2,0,0,SC,0,0,Canceled,1/25/16
1,0,0,BB,0,0,Canceled,2/15/16
3,0,0,BB,0,0,Canceled,2/20/16
2,0,0,SC,0,0,Canceled,3/31/16
2,0,0,SC,0,0,Canceled,3/22/16
2,0,0,SC,0,0,Canceled,3/31/16
2,0,0,BB,0,2,Check-Out,4/10/16
2,0,0,BB,0,0,Canceled,3/31/16
2,0,0,SC,0,1,Canceled,3/15/16
2,0,0,BB,0,1,Canceled,2/10/16
2,0,0,BB,0,0,Canceled,3/31/16
2,0,0,BB,0,0,Canceled,3/31/16
2,0,0,SC,0,0,Canceled,3/31/16
2,0,0,BB,0,1,Check-Out,4/10/16
2,0,0,BB,0,0,Canceled,3/31/16
2,0,0,BB,0,0,Canceled,3/31/16
2,0,0,SC,0,1,Check-Out,4/10/16
2,0,0,BB,0,1,Canceled,4/5/16
2,0,0,SC,0,1,Canceled,3/15/16
3,0,0,BB,0,2,Canceled,3/29/16
2,0,0,BB,0,0,Canceled,3/31/16
2,0,0,BB,0,0,Canceled,3/31/16
2,2,0,BB,0,0,Canceled,4/3/16
2,0,0,BB,0,0,Canceled,3/31/16
1,0,0,BB,0,0,Canceled,3/25/16
2,0,0,BB,0,1,Canceled,2/29/16
2,0,0,BB,0,0,Canceled,3/1/16
2,0,0,BB,0,0,Canceled,4/3/16
2,0,0,BB,0,1,Canceled,2/7/16
2,1,0,SC,0,1,Check-Out,4/12/16
2,0,0,BB,0,0,Canceled,4/3/16
2,0,0,SC,0,0,Canceled,4/6/16
2,0,0,BB,0,1,Check-Out,4/12/16
2,0,0,BB,0,0,Check-Out,4/12/16
3,0,0,BB,0,0,Canceled,4/3/16
2,0,0,BB,0,0,Canceled,3/13/16
2,0,0,BB,0,0,Canceled,3/4/16
2,0,0,BB,0,1,No-Show,4/8/16
2,0,0,BB,0,0,Canceled,3/29/16
2,0,0,BB,0,1,Check-Out,4/13/16
2,0,0,BB,0,0,Canceled,1/19/16
2,0,0,BB,0,0,Canceled,3/29/16
2,0,0,BB,0,1,Check-Out,4/13/16
2,0,0,BB,0,0,Canceled,3/29/16
2,0,0,BB,0,0,Check-Out,4/13/16
2,0,0,BB,0,0,Canceled,3/29/16
2,0,0,BB,0,0,Canceled,3/23/16
0,0,0,BB,0,0,Canceled,3/29/16
2,0,0,BB,0,0,Canceled,3/29/16
2,0,0,BB,0,0,Canceled,3/29/16
2,0,0,BB,0,1,Check-Out,4/15/16
1,0,0,BB,0,0,Canceled,2/13/16
1,0,0,BB,0,0,Canceled,1/22/16
2,2,0,BB,0,0,Canceled,3/30/16
2,0,0,BB,0,0,Check-Out,4/13/16
2,0,0,BB,0,0,Canceled,3/29/16
2,0,0,BB,0,0,Check-Out,4/13/16
2,0,0,BB,0,0,Check-Out,4/13/16
2,0,0,BB,0,0,Check-Out,4/10/16
2,0,0,BB,0,0,Canceled,2/3/16
2,0,0,BB,0,0,Canceled,3/23/16
2,0,0,BB,0,0,Canceled,3/17/16
2,0,0,BB,0,0,Canceled,4/4/16
2,0,0,HB,0,0,Canceled,4/6/16
2,0,0,BB,0,1,Canceled,3/31/16
2,0,0,SC,0,1,Canceled,3/30/16
2,0,0,BB,0,2,Canceled,4/5/16
2,0,0,SC,0,0,Check-Out,4/12/16
2,0,0,BB,0,0,Check-Out,4/12/16
2,0,0,BB,0,0,Check-Out,4/12/16
2,0,0,SC,0,1,Canceled,3/30/16
2,0,0,BB,0,1,Canceled,1/10/16
2,0,0,BB,0,1,Canceled,3/1/16
2,0,0,SC,0,1,Canceled,1/4/16
2,0,0,SC,0,1,Canceled,1/4/16
3,0,0,BB,0,0,Canceled,3/22/16
1,0,0,BB,0,0,Canceled,3/28/16
2,0,1,BB,0,2,Check-Out,4/15/16
3,0,0,BB,0,0,Canceled,4/7/16
3,0,0,BB,0,1,No-Show,4/9/16
2,0,0,BB,0,1,Check-Out,4/14/16
2,0,0,BB,0,0,Canceled,4/7/16
2,0,0,BB,0,2,Check-Out,4/16/16
2,0,0,SC,0,0,Canceled,3/24/16
2,0,0,BB,0,0,Canceled,3/19/16
2,0,0,SC,0,0,Canceled,4/5/16
1,0,0,HB,0,0,Canceled,2/22/16
3,0,0,BB,0,0,Canceled,3/9/16
1,0,0,HB,0,0,Canceled,2/22/16
1,0,0,HB,0,0,Canceled,2/22/16
2,1,0,BB,0,2,No-Show,4/10/16
3,0,0,BB,0,1,Check-Out,4/13/16
2,0,0,SC,0,1,Canceled,3/31/16
1,0,0,HB,0,0,Canceled,2/22/16
2,0,0,BB,0,0,Canceled,1/14/16
1,0,0,HB,0,0,Canceled,2/22/16
2,0,0,SC,0,0,Canceled,3/20/16
3,0,0,BB,0,0,Canceled,3/16/16
1,0,0,BB,0,0,Canceled,2/28/16
2,0,0,SC,0,0,Check-Out,4/14/16
1,0,0,HB,0,0,Canceled,2/22/16
1,0,0,BB,0,0,Canceled,4/8/16
2,0,0,BB,0,3,Canceled,4/9/16
1,0,0,BB,0,3,Check-Out,4/14/16
2,1,0,BB,0,2,No-Show,4/10/16
2,0,0,BB,0,1,Check-Out,4/15/16
2,1,0,BB,0,0,Canceled,3/29/16
3,0,0,BB,0,0,Canceled,3/2/16
2,0,0,BB,0,0,Canceled,2/25/16
2,0,0,BB,0,0,Canceled,3/2/16
2,0,0,BB,0,1,Check-Out,4/15/16
1,0,0,BB,0,0,Canceled,3/24/16
2,0,0,BB,0,1,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,3/24/16
2,2,0,BB,0,1,Canceled,3/16/16
2,0,0,BB,0,1,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,4/5/16
1,0,0,BB,0,0,No-Show,4/10/16
1,0,0,BB,0,1,No-Show,4/10/16
2,1,0,BB,0,0,Canceled,4/3/16
2,0,0,BB,0,1,Check-Out,4/12/16
2,0,0,BB,0,0,Canceled,4/11/16
1,0,0,BB,0,0,Canceled,4/2/16
1,0,0,BB,0,0,Canceled,4/7/16
2,0,0,BB,0,0,Canceled,3/26/16
2,2,0,BB,0,0,Canceled,3/23/16
2,0,0,BB,0,0,Canceled,3/28/16
2,0,0,SC,0,1,Canceled,3/14/16
2,0,0,SC,0,0,No-Show,4/11/16
2,0,0,BB,0,1,Check-Out,4/14/16
2,0,0,BB,0,0,Check-Out,4/14/16
2,0,0,SC,0,1,Canceled,1/29/16
3,0,0,BB,0,1,Canceled,3/25/16
2,0,0,BB,0,0,Check-Out,4/14/16
2,0,0,SC,0,0,Canceled,3/13/16
2,0,0,BB,0,0,Canceled,2/19/16
2,0,0,BB,1,0,Check-Out,4/14/16
2,0,0,SC,0,1,Check-Out,4/15/16
2,0,0,BB,0,0,Canceled,4/7/16
2,0,0,SC,0,0,Canceled,3/7/16
2,0,0,BB,0,0,Canceled,2/29/16
2,0,0,BB,0,0,Canceled,3/18/16
2,0,0,BB,0,0,Canceled,3/18/16
2,0,0,BB,0,0,Canceled,2/11/16
2,0,0,BB,0,0,Canceled,4/7/16
2,0,0,BB,0,1,Canceled,4/11/16
2,0,0,BB,0,0,Canceled,4/11/16
3,0,0,BB,0,0,Canceled,2/24/16
2,0,0,HB,0,0,Canceled,3/22/16
2,0,0,SC,0,0,Canceled,3/28/16
2,0,0,BB,0,0,Canceled,2/26/16
2,0,0,SC,0,0,No-Show,4/11/16
2,0,0,BB,0,1,Check-Out,4/17/16
2,0,0,BB,0,0,Canceled,3/14/16
1,0,0,BB,0,0,Canceled,3/21/16
1,0,0,BB,0,0,Canceled,4/11/16
1,0,0,BB,0,0,Canceled,3/21/16
1,0,0,BB,0,0,Canceled,3/21/16
1,0,0,BB,0,0,Canceled,3/21/16
1,0,0,BB,0,0,Canceled,3/21/16
1,0,0,BB,0,0,Canceled,3/21/16
1,0,0,BB,0,0,No-Show,4/12/16
1,0,0,BB,0,0,Canceled,3/21/16
1,0,0,BB,0,0,Canceled,3/21/16
1,0,0,BB,0,0,Canceled,3/21/16
1,0,0,BB,0,0,Canceled,3/21/16
3,0,0,BB,0,0,Canceled,3/15/16
1,0,0,BB,0,0,Canceled,3/21/16
1,0,0,BB,0,0,Canceled,3/21/16
1,0,0,BB,0,0,Canceled,3/21/16
2,0,0,SC,0,1,Canceled,3/24/16
2,0,0,BB,0,0,Canceled,3/18/16
2,0,0,SC,0,1,Canceled,1/26/16
2,0,0,BB,0,0,Canceled,4/2/16
1,0,0,SC,0,0,Canceled,4/2/16
2,0,0,BB,0,0,Check-Out,4/15/16
2,0,0,BB,0,2,Canceled,1/11/16
2,0,0,SC,0,0,Canceled,4/5/16
1,2,0,BB,0,1,Canceled,2/23/16
2,0,0,SC,0,0,Canceled,3/11/16
2,0,0,SC,0,0,Canceled,4/3/16
2,0,0,BB,0,2,Canceled,1/11/16
2,0,0,BB,0,0,No-Show,4/12/16
2,0,0,SC,0,0,Canceled,1/28/16
2,0,0,SC,0,0,Canceled,1/30/16
2,0,0,SC,0,1,Check-Out,4/16/16
0,2,0,BB,0,1,Check-Out,4/17/16
2,0,0,BB,0,0,Check-Out,4/17/16
2,0,0,BB,0,0,No-Show,4/12/16
2,0,0,BB,0,0,Canceled,1/17/16
2,0,0,HB,0,1,Canceled,2/13/16
2,0,0,BB,0,0,Check-Out,4/17/16
2,0,0,SC,0,0,Check-Out,4/18/16
2,0,0,BB,0,0,Check-Out,4/19/16
1,0,0,BB,0,0,No-Show,4/12/16
1,0,0,BB,0,0,Canceled,3/8/16
3,0,0,BB,0,0,Canceled,4/1/16
2,0,0,SC,0,0,No-Show,4/13/16
2,0,0,HB,0,0,Canceled,4/6/16
2,0,0,BB,0,0,Canceled,2/16/16
2,0,0,BB,0,0,Canceled,2/16/16
2,0,0,SC,0,0,Canceled,3/23/16
2,0,0,BB,0,1,Canceled,3/16/16
2,0,0,BB,0,0,Check-Out,4/16/16
2,0,0,BB,0,0,Canceled,3/12/16
2,0,0,BB,0,0,Check-Out,4/16/16
3,0,0,BB,0,0,Canceled,3/12/16
2,0,0,BB,0,0,Canceled,4/4/16
1,0,0,SC,0,0,Canceled,4/9/16
2,0,0,SC,0,0,Canceled,4/3/16
2,0,0,BB,0,1,Check-Out,4/17/16
2,0,0,SC,0,0,Canceled,3/19/16
2,0,0,HB,0,2,Canceled,2/16/16
2,0,0,SC,0,0,Canceled,3/19/16
2,2,0,BB,0,1,Canceled,3/13/16
2,2,0,BB,0,0,Canceled,3/8/16
2,0,0,BB,0,0,Canceled,1/27/16
2,0,0,BB,0,0,Canceled,1/27/16
1,0,0,BB,0,0,Canceled,4/6/16
2,0,0,BB,0,0,Canceled,3/28/16
2,0,0,SC,0,0,Canceled,3/28/16
2,0,0,HB,0,0,Canceled,4/9/16
1,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,10/21/15
2,1,0,BB,0,0,Canceled,4/2/16
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,10/21/15
1,0,0,BB,0,0,Canceled,3/20/16
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,HB,0,0,Canceled,4/9/16
2,0,0,BB,0,0,Canceled,3/29/16
2,0,0,BB,0,0,Canceled,3/29/16
2,0,0,SC,0,0,Canceled,3/28/16
1,0,0,BB,0,1,No-Show,4/14/16
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,HB,0,0,Canceled,4/10/16
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,SC,0,0,Canceled,4/12/16
2,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
1,0,0,BB,0,0,Canceled,10/21/15
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
1,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/20/16
2,0,0,BB,0,0,Canceled,4/12/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
1,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
1,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,1,Canceled,3/8/16
2,0,0,BB,0,0,Canceled,4/12/16
2,0,0,BB,0,0,Canceled,4/12/16
2,0,0,BB,0,0,Canceled,4/12/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,SC,0,0,Canceled,1/24/16
2,0,0,BB,0,0,Canceled,4/12/16
2,0,0,BB,0,0,Canceled,4/12/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
1,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,2,Check-Out,4/17/16
2,0,0,BB,0,0,Canceled,4/12/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,4/7/16
2,0,0,BB,0,0,Canceled,4/8/16
2,0,0,BB,0,0,Canceled,4/12/16
2,0,0,BB,0,0,Canceled,1/18/16
1,0,0,BB,0,0,Canceled,1/18/16
2,2,0,BB,0,0,Canceled,1/30/16
2,0,0,SC,0,1,Canceled,4/11/16
2,0,0,BB,0,0,Canceled,4/12/16
2,0,0,BB,0,0,Canceled,4/12/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,4/12/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,SC,0,0,Canceled,3/16/16
2,0,0,BB,0,0,Canceled,4/12/16
2,0,0,BB,0,0,Canceled,4/12/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,4/12/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
1,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,2,Canceled,3/9/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,1/18/16
2,0,0,BB,0,0,Canceled,3/28/16
2,0,0,SC,0,0,Canceled,2/5/16
3,0,0,BB,0,0,Canceled,4/4/16
2,0,0,BB,0,0,Canceled,3/17/16
2,0,0,BB,0,0,Canceled,3/14/16
2,0,0,BB,0,1,Check-Out,4/18/16
2,0,0,BB,0,0,Canceled,3/12/16
2,2,0,BB,0,0,Canceled,2/4/16
2,0,0,BB,0,0,Canceled,4/12/16
2,0,0,BB,0,1,Check-Out,4/18/16
2,0,0,SC,0,0,Canceled,3/27/16
2,0,0,BB,0,1,Canceled,1/28/16
2,0,0,BB,0,0,Canceled,3/27/16
2,0,0,BB,0,0,Canceled,3/27/16
2,1,0,BB,0,3,Canceled,3/30/16
2,0,0,BB,0,1,Canceled,2/18/16
2,0,0,BB,0,1,Canceled,3/15/16
1,0,0,BB,0,0,Check-Out,4/17/16
2,0,0,BB,0,0,Canceled,4/1/16
2,0,0,BB,0,0,Canceled,2/2/16
2,0,0,SC,0,0,Canceled,3/20/16
2,0,0,BB,0,0,Canceled,4/12/16
2,0,0,BB,0,0,Canceled,4/2/16
1,0,0,BB,0,2,Canceled,3/9/16
2,0,0,BB,0,0,Canceled,4/1/16
1,0,0,BB,0,0,Check-Out,4/17/16
2,0,0,BB,0,0,Canceled,4/11/16
1,0,0,BB,0,0,Canceled,1/26/16
2,0,0,BB,0,0,Canceled,4/1/16
2,0,0,BB,0,0,Canceled,4/1/16
2,0,0,BB,0,0,Canceled,4/8/16
2,0,0,SC,0,0,Canceled,3/20/16
2,0,0,BB,0,0,Canceled,3/20/16
2,0,0,BB,0,0,Canceled,4/1/16
2,0,0,BB,0,0,Canceled,4/1/16
1,0,0,BB,0,0,Canceled,3/16/16
2,0,0,BB,0,0,Canceled,4/1/16
2,0,0,BB,0,0,Canceled,3/20/16
2,0,0,BB,0,0,Canceled,4/1/16
2,0,0,BB,0,0,Canceled,4/1/16
2,0,0,BB,0,0,Canceled,4/4/16
2,0,0,SC,0,0,Canceled,3/30/16
1,0,0,BB,0,0,Check-Out,4/17/16
2,0,0,BB,0,1,Check-Out,4/17/16
2,0,0,SC,0,0,Canceled,4/4/16
2,0,0,BB,0,0,Canceled,1/28/16
3,0,0,BB,0,0,Canceled,4/4/16
1,0,0,BB,0,0,Canceled,4/2/16
2,0,0,BB,0,0,Canceled,4/12/16
2,0,0,SC,0,0,Canceled,4/11/16
1,0,0,BB,0,0,Canceled,4/2/16
2,0,0,SC,0,0,Canceled,4/4/16
1,0,0,BB,0,0,Canceled,3/8/16
1,0,0,BB,0,0,Canceled,3/8/16
1,0,0,BB,0,0,Canceled,2/1/16
2,0,0,BB,0,1,Canceled,3/19/16
2,0,0,BB,0,1,Check-Out,4/19/16
1,0,0,SC,0,0,Canceled,3/8/16
2,0,0,BB,0,1,Canceled,3/8/16
3,0,0,BB,0,2,Canceled,2/16/16
2,0,0,BB,0,0,Check-Out,4/19/16
2,0,0,HB,0,0,Canceled,4/4/16
2,0,0,BB,0,0,Canceled,1/8/16
3,0,0,BB,0,0,Canceled,3/21/16
2,0,0,BB,0,0,Canceled,4/4/16
3,0,0,BB,0,2,Canceled,4/14/16
3,0,0,BB,0,0,Canceled,3/21/16
1,0,0,BB,0,1,No-Show,4/15/16
